Hostname,Resource Name,IP Address,Alias,Resource,Average,Minimum,Maximum,95th Percentile
CDSDR02,GigabitEthernet0/2/25,10.41.101.130,To-CDSDR03_MX,GigabitEthernet0/2/25,1,1,1,1
CDSDR02,GigabitEthernet0/2/24,10.41.101.130,To-JHSDRB01JR01,GigabitEthernet0/2/24,1,1,1,1
GPSDRO4,ge-0/2/0,10.55.100.132,,ge-0/2/0,1,1,1,1
KHU_X0043,GigabitEthernet0/2/19,10.201.4.129,To-KHU_X1371,GigabitEthernet0/2/19,1,1,1,1
DHK_X0170,GigabitEthernet0/2/22,10.197.3.128,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
DHK_X1136,ge-0/2/1,10.1.122.133,To-Ring_150-DHRMN08-OH,ge-0/2/1,1,1,1,1
KHU_X0064,Ethernet0/0/0,10.199.5.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
NTSDR01,ge-0/1/2,10.113.101.129,,ge-0/1/2,1,1,1,1
NTSDR01,ge-0/1/0,10.113.101.129,,ge-0/1/0,1,1,1,1
NTSDR01,ge-0/1/1,10.113.101.129,,ge-0/1/1,1,1,1,1
KCSDR04,ge-0/0/1,10.139.101.131,To-Teletalk_KHA0038_Ring-04,ge-0/0/1,1,1,1,1
GOP0009,ge-1/1/1,10.57.201.128,To-BSAGL01,ge-1/1/1,1,1,1,1
NSSDR58,GigabitEthernet0/2/3,10.111.102.129,To-CCL_Summit_to_Madhobdi-SPL,GigabitEthernet0/2/3,1,1,1,1
SGSDRB01JR01,ge-0/0/5,10.149.0.129,To-SIR0007-HO_SRG-TT-RING-203,ge-0/0/5,1,1,1,1
RMBGC05,ge-1/2/0,10.71.102.129,,ge-1/2/0,1,1,1,1
KHPHL08,GigabitEthernet0/2/16,10.73.102.130,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
BHBRN01,GigabitEthernet0/2/0,10.23.102.128,To-BHSDR03-AGG,GigabitEthernet0/2/0,1,1,1,1
DHPTN41,ge-0/0/0,10.1.225.130,,ge-0/0/0,1,1,1,1
NSSBP02,GigabitEthernet0/2/6,10.111.101.131,"HUAWEI, GigabitEthernet0/2/6 Interface",GigabitEthernet0/2/6,1,1,1,1
DHK_X0815,xe-1/3/1,10.4.19.131,To-AJ03,xe-1/3/1,1,1,1,1
MNSRK21,GigabitEthernet0/2/25,10.1.171.130,To-MNSRK01,GigabitEthernet0/2/25,1,1,1,1
RPSDR03-AGG,xe-1/3/1,10.141.100.128,To-DNP-NPSDP02,xe-1/3/1,1,1,1,1
DHSAV5,ge-0/1/2,10.1.41.128,,ge-0/1/2,1,1,1,1
DHDMRE,ge-0/0/1,10.1.60.133,,ge-0/0/1,1,1,1,1
DHDMRE,ge-0/0/2,10.1.60.133,,ge-0/0/2,1,1,1,1
DHSAV5,ge-0/1/1,10.1.41.128,,ge-0/1/1,1,1,1,1
CGBAKE,ge-0/1/0,10.33.15.129,To-CGSHS1,ge-0/1/0,1,1,1,1
PALTAN-IIG-CORE-2.summitiig.net,Te4/0/5,172.16.201.239,@@ BSCCL-VIA-NABISCO-siig_260218_40_ic-siig_260218_41_ic-TO-NTTN,Te4/0/5,1,1,1,1
Dhk-Dist-SW1,11-Jan,172.31.1.3,Thana-Nirbachan-Ofc-Sobujbag,11-Jan,1,1,1,1
CXCKR18,xe-0/3/1,10.45.100.138,To-CXRMU01,xe-0/3/1,1,1,1,1
BGSDR01,GigabitEthernet0/2/32,10.9.101.133,To-BGFKR12,GigabitEthernet0/2/32,1,1,1,1
NAO0005-HO,ge-0/2/0,10.105.200.128,To-NASDRB01_NAO-TT-RING-201,ge-0/2/0,1,1,1,1
ITSwKSB3-0,gi2,172.16.116.22,KSB-AccCtrl-3-Main,gi2,1,1,1,1
DPPBT01A01ES01,Port24,172.30.47.10,To-DPPBT01,Port24,1,1,1,1
JSJKR01,GigabitEthernet0/2/25,10.63.102.130,NNI:JSJKR01-GE0/2/25-JSSRS02-GE0/2/24,GigabitEthernet0/2/25,1,1,1,1
DHPLB12,ge-0/1/0,10.1.132.130,,ge-0/1/0,1,1,1,1
CMCDGB01JR01_MX240,ge-1/2/9,10.43.0.132,To-CTG_X0520,ge-1/2/9,1,1,1,1
DHBAS9,ge-0/1/4,10.1.46.132,,ge-0/1/4,1,1,1,1
DHBAS9,ge-0/1/2,10.1.46.132,,ge-0/1/2,1,1,1,1
DHBAS9,ge-0/1/3,10.1.46.132,,ge-0/1/3,1,1,1,1
DHPLB14,ge-0/2/1,10.1.198.128,To-DHPLB07,ge-0/2/1,1,1,1,1
DHBAS9,ge-0/1/1,10.1.46.132,,ge-0/1/1,1,1,1,1
CGFTK15,ge-1/1/2,10.33.100.137,To-CGFTK64_CTG-RING-122_2nd_Path,ge-1/1/2,1,1,1,1
SYL_X0179,GigabitEthernet0/2/5,10.215.2.129,"HUAWEI, GigabitEthernet0/2/5 Interface",GigabitEthernet0/2/5,1,1,1,1
CGBSK16,ge-0/2/0,10.33.126.134,,ge-0/2/0,1,1,1,1
BL-HO-GZ03,ge-1/2/0,10.192.100.128,T0-DHK_X2289-GPR-BL-RING-1,ge-1/2/0,1,1,1,1
FN3203,ge-0/1/1,10.51.100.129,,ge-0/1/1,1,1,1,1
KSBRB05,GigabitEthernet0/2/24,10.81.101.130,To-KSBRB08_RING_101_OH,GigabitEthernet0/2/24,1,1,1,1
CPSDR04,ge-0/2/1,10.43.111.131,,ge-0/2/1,1,1,1,1
CPSDR04,ge-0/2/0,10.43.111.131,,ge-0/2/0,1,1,1,1
SKTLAA01JR01,GigabitEthernet0/2/12,10.143.100.129,UNI:adns_251118_024_nb,GigabitEthernet0/2/12,1,1,1,1
DHSVRC01JR01,et-2/1/0,10.1.0.143,To-DHUTRB01JR01_UG,et-2/1/0,1,1,1,1
DHTJGJA01ES01,Port8,172.30.1.46,Dhaka Polytechnic Institute,Port8,1,1,1,1
KSKLC08,GigabitEthernet0/2/4,10.81.100.129,To-KIS0039,GigabitEthernet0/2/4,1,1,1,1
DHK_X4616,Eth-Trunk0,10.57.2.132,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
JKSDR02,GigabitEthernet0/2/1,10.65.102.130,To-JKSDRB01JR01,GigabitEthernet0/2/1,1,1,1,1
CTG_X0707,xe-1/3/0,10.35.1.129,To-CTG_X0762,xe-1/3/0,1,1,1,1
DHKBRP01JR01,ge-1/1/0,10.1.0.137,To-DHSVRC01JR01-via-UG,ge-1/1/0,1,1,1,1
CGBSK07,xe-0/3/0,10.33.126.132,To-CGBSK13,xe-0/3/0,1,1,1,1
PALTAN-SW-5.summitiig.net,Te1/4,172.16.201.97,LINK3-BANGLALINK-PRIMARY buffer 100mbblnk_020318_33_ic_blnk_0203,Te1/4,1,1,1,1
DHTEJ34,ge-0/2/3,10.3.14.131,To-BICC-SWitch,ge-0/2/3,1,1,1,1
SYSDR26,Ethernet0/0/0,10.153.101.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHDAN1,ge-0/1/0,10.1.71.128,To-DHDHNC01JR01_Ring-71_UG+OH,ge-0/1/0,1,1,1,1
DHSVR67,ge-0/2/1,10.1.40.130,To-DHSVR2_Ring-40_OH,ge-0/2/1,1,1,1,1
GPTONB,ge-0/0/1,10.55.6.128,,ge-0/0/1,1,1,1,1
GPTONB,ge-0/0/2,10.55.6.128,,ge-0/0/2,1,1,1,1
TNSDR02,ge-0/2/0,10.161.106.130,TNSDR10_106_OH,ge-0/2/0,1,1,1,1
KHDLPP01JR01,xe-1/3/0,10.73.0.128,,xe-1/3/0,1,1,1,1
DH1044,ge-0/2/0,10.1.124.130,,ge-0/2/0,1,1,1,1
BNSDRB01JR01,ge-0/1/1,10.11.0.128,,ge-0/1/1,1,1,1,1
DHBDDE6,ge-0/2/0,10.1.20.131,To-DHBADB_Ring-20_OH+UG,ge-0/2/0,1,1,1,1
BAR_X0118-AGG,ge-1/3/1,10.17.100.128,To-BAR_X0082-To-BAR-BL-RING-2,ge-1/3/1,1,1,1,1
DHSTR06,ge-0/2/1,10.1.109.128,To-DHJTB09,ge-0/2/1,1,1,1,1
DHK_B4974-BL-Site,ge-0/2/1,10.1.111.129,To-DHKTL14,ge-0/2/1,1,1,1,1
DHKHL18,ge-0/2/0,10.1.121.128,To-DHSBB09-AGG-OH,ge-0/2/0,1,1,1,1
CGBYZ07A01ES01,Trunk1,172.30.33.178,To-CGBYZ07,Trunk1,1,1,1,1
DHK_X0015,xe-1/3/1,10.4.17.131,TO-DHPTLC01,xe-1/3/1,1,1,1,1
CM2607,ge-0/2/2,10.43.100.129,To-COM-RING-108-CMSDR38,ge-0/2/2,1,1,1,1
DHK_X2670,GigabitEthernet0/2/22,10.229.3.129,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
GPTONG,ge-0/1/0,10.55.4.128,To-GPSDR20,ge-0/1/0,1,1,1,1
FNSDRC01JR01_MX240,xe-2/2/1,10.51.0.150,To-FNSDR47,xe-2/2/1,1,1,1,1
RPSDRC01JR01,ge-1/2/4,10.141.0.129,,ge-1/2/4,1,1,1,1
172.16.201.243,Te4/0/4,172.16.201.243,TO-UTR-AGG-Te0/0/0/9,Te4/0/4,1,1,1,1
RPSDRC01JR01,ge-1/2/1,10.141.0.129,,ge-1/2/1,1,1,1,1
RPSDRC01JR01,ge-1/2/0,10.141.0.129,,ge-1/2/0,1,1,1,1
RPSDRC01JR01,ge-1/2/2,10.141.0.129,,ge-1/2/2,1,1,1,1
DHAZP9,ge-0/1/1,10.1.25.128,To-Ring-25_DHLBG9_OH,ge-0/1/1,1,1,1,1
BOGRA-GGC-RTR.summitiig.net,BD60,172.16.201.249,KHULNA-SW2-ACCESS,BD60,1,1,1,1
RPSDRC01JR01,ge-1/2/9,10.141.0.129,,ge-1/2/9,1,1,1,1
RPSDRC01JR01,ge-1/2/8,10.141.0.129,,ge-1/2/8,1,1,1,1
DHK_X0872,xe-1/3/1,10.4.23.128,To-DHK_X0041,xe-1/3/1,1,1,1,1
BOSDRP01JR01,ge-0/3/0,10.25.0.128,To-BOSDRA01ES01,ge-0/3/0,1,1,1,1
KHU_X0064,GigabitEthernet0/2/1,10.199.5.128,"HUAWEI, GigabitEthernet0/2/1 Interface",GigabitEthernet0/2/1,1,1,1,1
MDSDRB01JR01,ge-0/3/0,10.91.0.128,,ge-0/3/0,1,1,1,1
BL-HO-GZ03,me0,10.192.100.128,,me0,1,1,1,1
BSSDRC01ES02,Port13,172.30.15.6,ADNSL_DHK_Barisal_PoP,Port13,1,1,1,1
BBA0011,ge-0/1/1,10.196.201.130,To-BBA0003,ge-0/1/1,1,1,1,1
SNJGN01,GigabitEthernet0/2/0,10.151.100.130,To-SYL4030,GigabitEthernet0/2/0,1,1,1,1
CGBSK23,ge-0/2/1,10.33.129.133,,ge-0/2/1,1,1,1,1
MGSNG05,ge-0/2/1,10.1.165.136,To-MGSNG27_Ring-165_OH,ge-0/2/1,1,1,1,1
DHSABA,ge-0/1/0,10.3.8.128,To-DHDHNC01JR01_Ring-107_OH+UG,ge-0/1/0,1,1,1,1
CMCND01A01JR01,ge-0/2/0,10.43.106.131,UNI:nxtg_200918_66_nb,ge-0/2/0,1,1,1,1
CGSKN27,xe-0/3/0,10.33.128.128,TO-CGCND08,xe-0/3/0,1,1,1,1
CGSKN27,xe-0/3/1,10.33.128.128,TO-CGLHG04,xe-0/3/1,1,1,1,1
Jessore-Office,gi10,172.20.16.46,Wired-LAN,gi10,1,1,1,1
TNBSL02,GigabitEthernet0/2/17,10.161.102.130,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
PER0001,ge-0/1/2,10.214.201.130,,ge-0/1/2,1,1,1,1
DHMDP50,ge-0/1/0,10.1.124.133,To-DHDHN24,ge-0/1/0,1,1,1,1
NGSDR99,GigabitEthernet0/2/0,10.109.103.132,To-NGSDRB01JR02_MX240,GigabitEthernet0/2/0,1,1,1,1
CXTKN12A01ES01,Port24,172.30.45.18,To-CXTKN12,Port24,1,1,1,1
NGSDR99,GigabitEthernet0/2/4,10.109.103.132,To-NG2119-NAR-RING-113,GigabitEthernet0/2/4,1,1,1,1
DHK_X4616,GigabitEthernet0/2/17,10.57.2.132,To-GGSDR02,GigabitEthernet0/2/17,1,1,1,1
MBBRL15,GigabitEthernet0/2/0,10.97.101.132,TO-Ring_101_MBBRL05_OH,GigabitEthernet0/2/0,1,1,1,1
DHSVR15,ge-0/2/0,10.1.161.135,To-DHSVRC9_Ring-161_OH,ge-0/2/0,1,1,1,1
NGSNG30,GigabitEthernet0/2/4,10.109.108.129,"HUAWEI, GigabitEthernet0/2/4 Interface",GigabitEthernet0/2/4,1,1,1,1
DHAGG9,ge-0/1/3,10.1.30.129,NNI:DHAGG9-ge-0/1/3-DHECOM-ge-0/1/1,ge-0/1/3,1,1,1,1
DHK_X1178,ge-0/1/0,10.1.154.135,To-DHKKT13,ge-0/1/0,1,1,1,1
MYFLP01A01ES01,Port1,172.30.103.66,IIG_Bijoy_Online,Port1,1,1,1,1
DHSHMM,ge-0/0/2,10.1.49.134,,ge-0/0/2,1,1,1,1
DHSHMM,ge-0/0/0,10.1.49.134,,ge-0/0/0,1,1,1,1
NGSDRB01JR01,me0,10.109.100.128,,me0,1,1,1,1
DPKHR09,ge-0/0/3,10.47.100.132,To-RAJ_X0064-TKG-BL-RING-1,ge-0/0/3,1,1,1,1
JSSDR20,Ethernet0/0/0,10.63.103.129,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHKCH03,ge-0/1/1,10.1.166.131,,ge-0/1/1,1,1,1,1
DHKCH03,ge-0/1/0,10.1.166.131,,ge-0/1/0,1,1,1,1
DHK_X3355,ge-1/2/0,10.4.11.130,,ge-1/2/0,1,1,1,1
MNTGBA01JR01,Ethernet0/0/0,10.101.255.129,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
LK3006,ge-0/0/5,10.87.100.128,To-CTG_X0828,ge-0/0/5,1,1,1,1
ITSwTK2-0,gi4,172.20.16.41,Printer,gi4,1,1,1,1
DH0455,ge-0/2/2,10.1.123.132,,ge-0/2/2,1,1,1,1
DHMJH22,ge-0/1/0,10.1.172.128,,ge-0/1/0,1,1,1,1
BODPCA01JR01,ge-0/0/0,10.25.0.131,,ge-0/0/0,1,1,1,1
DHJTB31,ge-0/2/1,10.1.109.133,To-DHJTB24,ge-0/2/1,1,1,1,1
DHJTB31,ge-0/2/0,10.1.109.133,To-DHJTB28,ge-0/2/0,1,1,1,1
MBJRI02,GigabitEthernet0/2/16,10.97.101.134,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
CMBRC21,xe-0/3/0,10.43.107.130,To-CMDBD04,xe-0/3/0,1,1,1,1
BSGND06,GigabitEthernet0/2/0,10.15.100.129,To-DHK_X1198,GigabitEthernet0/2/0,1,1,1,1
DHUTRB01JR01,xe-2/0/3,10.1.0.131,To-DHSVR01-ROBI-RING-211,xe-2/0/3,1,1,1,1
DHKFR14,ge-0/2/1,10.1.139.131,To-DHBNIC01JR01_Ring-139_OH+UG,ge-0/2/1,1,1,1,1
FNSDRB01JR01,ge-0/2/0,10.51.0.130,To-FN3203,ge-0/2/0,1,1,1,1
SYSDR09,Ethernet0/0/0,10.153.101.130,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHPTNC01JR01,et-0/0/0,10.1.0.141,To-Palton_P,et-0/0/0,1,1,1,1
NGSDR48,GigabitEthernet0/2/0,10.109.103.130,TO_DR_Ring-103-NGSDR03_OH,GigabitEthernet0/2/0,1,1,1,1
SKSDRB01JR01,ge-0/0/2,10.143.0.129,kHU_X0433,ge-0/0/2,1,1,1,1
DHSUPD,ge-0/0/2,10.1.79.131,,ge-0/0/2,1,1,1,1
DHK_X0156,GigabitEthernet0/2/0,10.194.2.129,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
KHA0036,ge-0/2/1,10.71.204.129,To-Ring-04_KHA0037-OH,ge-0/2/1,1,1,1,1
NSSDR04,GigabitEthernet0/2/17,10.111.102.128,AmberIT_DHKToNarsingdi,GigabitEthernet0/2/17,1,1,1,1
PBSDR01-HO,xe-1/3/1,10.121.100.128,To-PBSDRP01JR01-Path1-UG,xe-1/3/1,1,1,1,1
BOSBG01,ge-1/0/1,10.25.100.129,BANBEIS,ge-1/0/1,1,1,1,1
BOSBG01,ge-1/0/2,10.25.100.129,,ge-1/0/2,1,1,1,1
BOSBG01,ge-1/0/4,10.25.100.129,To-BOG0019_JYP-TT-RING-201,ge-1/0/4,1,1,1,1
BOSBG01,ge-1/0/5,10.25.100.129,,ge-1/0/5,1,1,1,1
BOSBG01,ge-1/0/6,10.25.100.129,,ge-1/0/6,1,1,1,1
BOSBG01,ge-1/0/7,10.25.100.129,,ge-1/0/7,1,1,1,1
BL-HO-CM01,me0,10.195.100.128,,me0,1,1,1,1
BOGRA-GGC-RTR.summitiig.net,BDI324,172.16.201.249,,BDI324,1,1,1,1
NG2106,ge-1/1/1,10.1.101.133,To-DHSHM02,ge-1/1/1,1,1,1,1
BL-HO-CR07,ge-1/3/9,10.4.0.129,,ge-1/3/9,1,1,1,1
BL-HO-CR07,ge-1/3/8,10.4.0.129,,ge-1/3/8,1,1,1,1
SYSDR08A01ES01,Port2,172.30.153.62,Airnet_Communications_MBSDR01_to_SYSDR08,Port2,1,1,1,1
TNSDR69-AGG,Ethernet0/0/0,10.161.100.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHJRN8,ge-0/1/1,10.1.80.129,To-DHJRN1,ge-0/1/1,1,1,1,1
BMSDRA02ES01,Port7,172.30.27.6,BOL_Banani_to_BMSDR02_3137,Port7,1,1,1,1
MBSDR01,GigabitEthernet0/2/17,10.97.102.128,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
DHDKK06,ge-0/2/1,10.1.155.133,To-DHAPT03_Ring-155_OH,ge-0/2/1,1,1,1,1
BGSDR07,GigabitEthernet0/2/25,10.9.101.128,To-BGSDR03-HO,GigabitEthernet0/2/25,1,1,1,1
DHNWG04-MX104,ge-0/0/1,10.1.100.143,To-Ring_169-DHNWG17-OH,ge-0/0/1,1,1,1,1
DHK_X2241,GigabitEthernet0/2/22,10.229.2.129,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
BOGRA-GGC-RTR.summitiig.net,BDI2576,172.16.201.249,,BDI2576,1,1,1,1
CTG_X0764,xe-1/3/1,10.35.6.129,To-CTG_X0712_BL_Ring-6,xe-1/3/1,1,1,1,1
DHK_V4985,ge-0/0/0,10.55.104.132,,ge-0/0/0,1,1,1,1
DHNWG17,ge-0/2/0,10.1.169.132,To-Ring_169-DHNWG03-OH,ge-0/2/0,1,1,1,1
PBSDR04,ge-0/1/1,10.121.101.129,,ge-0/1/1,1,1,1,1
CXTKN12,ge-1/2/0,10.45.100.133,To-CTG_X0274,ge-1/2/0,1,1,1,1
Alekharchar-HO_MX240,xe-2/0/2,10.43.100.150,To-3G_4G_10GE_SCL_CRE13_DRE12_CRE26_CRE27_CMSDR01_FNSDR01_114-Active,xe-2/0/2,1,1,1,1
CC06-AGG,xe-1/0/0,10.75.100.128,,xe-1/0/0,1,1,1,1
CGSKN27,ge-0/1/0,10.33.128.128,,ge-0/1/0,1,1,1,1
DHK_X9807,ge-0/2/1,10.4.50.128,To-DHSHA02,ge-0/2/1,1,1,1,1
DHAMB8,ge-0/0/0,10.1.38.135,,ge-0/0/0,1,1,1,1
DHAMB8,ge-0/0/1,10.1.38.135,,ge-0/0/1,1,1,1,1
HGSDR04,Ethernet0/0/0,10.59.101.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
MYSDR06,GigabitEthernet0/2/16,10.103.103.134,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
CMSDD04,xe-0/3/0,10.43.115.128,To-CMSDRB01JR01,xe-0/3/0,1,1,1,1
FNSDR16,ge-0/0/0,10.51.100.133,,ge-0/0/0,1,1,1,1
BSSDR05,Ethernet0/0/0,10.15.107.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHUTT24,ge-0/2/2,10.1.158.128,To-SquareInfo_DHUTT24_MYBLK19_608,ge-0/2/2,1,1,1,1
DHK_X0987,ge-1/1/1,10.4.3.129,,ge-1/1/1,1,1,1,1
DHK_X0987,ge-1/1/0,10.4.3.129,,ge-1/1/0,1,1,1,1
CDSDR01-AGG,ge-1/1/1,10.41.100.128,To-CHU0002-HO,ge-1/1/1,1,1,1,1
BSGND01,GigabitEthernet0/2/16,10.15.101.129,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
DHK_X1169,GigabitEthernet0/2/1,10.207.2.128,"HUAWEI, GigabitEthernet0/2/1 Interface",GigabitEthernet0/2/1,1,1,1,1
DHMRP15,ge-0/2/1,10.1.130.128,To-DHMRP18_Ring-130_OH,ge-0/2/1,1,1,1,1
SYBNB12,GigabitEthernet0/2/26,10.153.103.131,TO-RING_103-SYGLP01_OH,GigabitEthernet0/2/26,1,1,1,1
KHU_X0442,GigabitEthernet0/2/3,10.199.3.129,To_ComillaOnline_Dhaka_To_KHU_X0442,GigabitEthernet0/2/3,1,1,1,1
SCL-IIG-CTG-AGG.summitiig.net,Te5/0/5,172.16.201.246,TO-CTG-CORE-RTR-Te0/0/1/0,Te5/0/5,1,1,1,1
SCL-IIG-CTG-AGG.summitiig.net,Te3/0/21,172.16.201.246,TO-CTG-CORE-RTR-Te0/0/1/1,Te3/0/21,1,1,1,1
DHSVRH8,ge-0/2/2,10.1.176.128,,ge-0/2/2,1,1,1,1
NSPLS01,GigabitEthernet0/2/4,10.111.104.129,"HUAWEI, GigabitEthernet0/2/4 Interface",GigabitEthernet0/2/4,1,1,1,1
DHK_X0443,GigabitEthernet0/2/22,10.192.6.129,To-DHK_X2134,GigabitEthernet0/2/22,1,1,1,1
MNSRK02A01ES01,Port27,172.30.101.27,To-MN1756,Port27,1,1,1,1
SAT0005,ge-0/2/1,10.143.201.129,To-SKKOL01,ge-0/2/1,1,1,1,1
HA5505_MX104,ge-0/0/2,10.59.100.130,To-HGMDB23,ge-0/0/2,1,1,1,1
DHMRPB01JR01,ge-1/3/6,10.1.0.135,To-DHSB1M_Ring_109,ge-1/3/6,1,1,1,1
LK3006,xe-2/0/3,10.87.100.128,To-LXSDR40_MX240,xe-2/0/3,1,1,1,1
CGKTL32,xe-0/3/1,10.33.132.133,To-CGKTLI4,xe-0/3/1,1,1,1,1
DIN4021,ge-0/1/0,10.47.202.130,To_TeleTalk-2G-Service,ge-0/1/0,1,1,1,1
SYARA1,GigabitEthernet0/2/17,10.153.1.129,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
CXRMU29,ge-0/2/0,10.33.170.130,,ge-0/2/0,1,1,1,1
TNSDRB01JR01,ge-0/0/4,10.161.0.129,To-Info-sadar-pop,ge-0/0/4,1,1,1,1
KHU_X0187,Ethernet0/0/0,10.75.1.129,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHK_X2801,GigabitEthernet0/2/33,10.206.5.128,To-Jhenaigati Info POP,GigabitEthernet0/2/33,1,1,1,1
CP2904_MX240,ge-1/3/8,10.29.100.130,To-CTG_X0623-CDP-BL-RING-5,ge-1/3/8,1,1,1,1
CTG_X1391,xe-1/3/1,10.208.2.130,To-CPFDG01,xe-1/3/1,1,1,1,1
NOBGM14,ge-0/2/0,10.119.113.129,,ge-0/2/0,1,1,1,1
DHK_X3262,xe-0/3/0,10.225.3.128,To-MGSDRP01,xe-0/3/0,1,1,1,1
CXTKN06,ge-0/2/0,10.45.110.128,To-CTG_X9009,ge-0/2/0,1,1,1,1
DHDHNW,ge-0/0/1,10.1.11.130,,ge-0/0/1,1,1,1,1
JPMDG02,GigabitEthernet0/2/19,10.147.101.129,To-JPMDG02A01ES01,GigabitEthernet0/2/19,1,1,1,1
CP2905,xe-0/3/1,10.29.102.134,TO_CP2904,xe-0/3/1,1,1,1,1
CMSDRC01JR01,ge-0/1/4,10.43.0.128,To-CTG_X0156-COM-BL-R-3,ge-0/1/4,1,1,1,1
SCL-TK-3rd-SW4,gi24,172.20.16.60,Wired_Lan,gi24,1,1,1,1
PBISR05A01ES01,Port1,172.30.121.10,To-CCL_DHKToPabna_Ruppur,Port1,1,1,1,1
DHK_X0411,xe-1/3/0,10.4.33.130,To-DHK_X0267,xe-1/3/0,1,1,1,1
KCPNC02,ge-1/2/0,10.71.103.128,,ge-1/2/0,1,1,1,1
PBSDR08,ge-0/1/0,10.121.102.129,,ge-0/1/0,1,1,1,1
KHU_X1135,GigabitEthernet0/2/3,10.199.5.129,To-KHU_X0615-JDH-BL-RING-5,GigabitEthernet0/2/3,1,1,1,1
DHSTR20,ge-0/1/0,10.1.108.131,,ge-0/1/0,1,1,1,1
PTSDR02,GigabitEthernet0/2/16,10.125.101.128,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
BHO0008-HO,ge-1/1/0,10.224.200.128,To-Bhola,ge-1/1/0,1,1,1,1
DHKTL42,ge-0/2/1,10.1.190.131,To-DHKTL41,ge-0/2/1,1,1,1,1
Client_ADN_SW,23-Jan,172.30.1.210,Toward-DHMJH44,23-Jan,1,1,1,1
CGEPZ3,ge-0/1/1,10.33.11.132,To-CGPRT1,ge-0/1/1,1,1,1,1
CGKTLG8,ge-0/2/0,10.33.112.133,To-Ring_112-CGCDG06-OH,ge-0/2/0,1,1,1,1
FCT-HO,ge-1/2/7,10.1.0.133,To-Innovative-Agg,ge-1/2/7,1,1,1,1
CGPTL46,xe-0/3/1,10.33.135.128,To-CT3349,xe-0/3/1,1,1,1,1
SGBKC01,ge-0/0/0,10.149.101.130,,ge-0/0/0,1,1,1,1
CHU0002-HO,GigabitEthernet0/2/16,10.205.200.128,To-CDSDR01,GigabitEthernet0/2/16,1,1,1,1
SGBKC01,ge-0/0/2,10.149.101.130,,ge-0/0/2,1,1,1,1
JYSDR01-02,ge-0/2/0,10.69.101.132,,ge-0/2/0,1,1,1,1
JYSDR01-02,ge-0/2/1,10.69.101.132,,ge-0/2/1,1,1,1,1
JYSDR01-02,ge-0/2/2,10.69.101.132,,ge-0/2/2,1,1,1,1
Alekharchar-HO_MX240,xe-2/0/1,10.43.100.150,To-3G_4G_10GE_SCL_CRE13_DRE12_CRE26_CRE27_CMSDR01_CMCDG01_191-Active,xe-2/0/1,1,1,1,1
DHK_M0822,ge-0/1/5,10.1.25.135,,ge-0/1/5,1,1,1,1
NGSNGB01ES01,Port6,172.30.109.18,mtrn_061118_037_nb,Port6,1,1,1,1
MNSRK16,GigabitEthernet0/2/1,10.1.171.135,TO_DR_Ring-100-DHKGN04-PAGG_OH,GigabitEthernet0/2/1,1,1,1,1
FPSDR09,ge-0/2/1,10.49.101.128,,ge-0/2/1,1,1,1,1
FPSDR09,ge-0/2/0,10.49.101.128,,ge-0/2/0,1,1,1,1
FPSDR09,ge-0/2/3,10.49.101.128,,ge-0/2/3,1,1,1,1
FPSDR09,ge-0/2/2,10.49.101.128,,ge-0/2/2,1,1,1,1
CMDKN01_MX240,xe-2/2/1,10.43.100.134,To-CDP-RING-101_CMDKN20,xe-2/2/1,1,1,1,1
